1.2857 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
2.2162 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
2.2164 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
2.2771 	EXP 	New trial (rep=0, index=0): {'receivertwo': u'hunter', 'soundverb': u'forp', 'verbtwo': u'rock', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today. Press anywhere to continue', 'actor': u'bandit', 'verb': u'headbutt', 'receiver': u'chef', 'soundreceiver': u'doakla', 'correct': 1, 'soundactor': u'barsu', 'actortwo': u'bandit'}
2.3128 	EXP 	TextStim: autoLog = None
2.3128 	EXP 	TextStim: units = None
2.3128 	EXP 	TextStim: useShaders = None
2.3128 	EXP 	TextStim: depth = None
2.3128 	EXP 	TextStim: ori = None
2.3128 	EXP 	TextStim: pos = None
2.3128 	EXP 	TextStim: colorSpace = None
2.3128 	EXP 	TextStim: opacity = None
2.3128 	EXP 	TextStim: contrast = None
2.3128 	EXP 	ImageStim: autoLog = None
2.3128 	EXP 	ImageStim: units = None
2.3128 	EXP 	ImageStim: useShaders = None
2.3128 	EXP 	ImageStim: size = None
2.3128 	EXP 	ImageStim: pos = None
2.3128 	EXP 	ImageStim: ori = None
2.3128 	EXP 	ImageStim: depth = None
2.3128 	EXP 	ImageStim: contrast = None
2.3128 	EXP 	ImageStim: opacity = None
2.3128 	EXP 	ImageStim: autoLog = None
2.3128 	EXP 	ImageStim: units = None
2.3128 	EXP 	ImageStim: useShaders = None
2.3128 	EXP 	ImageStim: size = None
2.3128 	EXP 	ImageStim: pos = None
2.3128 	EXP 	ImageStim: ori = None
2.3128 	EXP 	ImageStim: depth = None
2.3128 	EXP 	ImageStim: contrast = None
2.3128 	EXP 	ImageStim: opacity = None
2.3128 	EXP 	Set text text=My name is alien the alien and I will be showing you some experiments today. Press anywhere to continue
2.3128 	EXP 	TextStim: autoDraw = None
2.3128 	EXP 	ImageStim: autoDraw = None
2.8316 	DATA 	Mouse: Left button down, pos=(1131,778)
3.0770 	DATA 	Mouse: Left button up, pos=(1177,708)
3.1097 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1098 	EXP 	Sound  started
3.6195 	DATA 	Mouse: Left button down, pos=(1243,640)
3.6302 	EXP 	TextStim: autoDraw = None
3.6302 	EXP 	ImageStim: autoDraw = None
3.6302 	EXP 	MovieStim: autoLog = None
3.6302 	EXP 	MovieStim: units = None
3.6302 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
3.6302 	EXP 	MovieStim: pos = None
3.6302 	EXP 	MovieStim: depth = None
3.6302 	EXP 	MovieStim: colorSpace = None
3.6302 	EXP 	MovieStim: opacity = None
3.6302 	EXP 	MovieStim: size = None
3.6302 	EXP 	MovieStim: ori = None
3.6302 	EXP 	MovieStim: autoLog = None
3.6302 	EXP 	MovieStim: units = None
3.6302 	EXP 	Set movie movie=videos/bandit_hunter_rock.avi
3.6302 	EXP 	MovieStim: pos = None
3.6302 	EXP 	MovieStim: depth = None
3.6302 	EXP 	MovieStim: colorSpace = None
3.6302 	EXP 	MovieStim: opacity = None
3.6302 	EXP 	MovieStim: size = None
3.6302 	EXP 	MovieStim: ori = None
3.6302 	EXP 	MovieStim: autoDraw = None
3.6302 	EXP 	MovieStim: autoDraw = None
4.3350 	DATA 	Mouse: Left button up, pos=(1243,640)
4.3353 	DATA 	Mouse: Left button down, pos=(1243,640)
4.3356 	DATA 	Mouse: Left button up, pos=(1243,640)
5.7198 	EXP 	Set  sound=C
5.7412 	EXP 	Set  sound=button.wav
5.7518 	EXP 	Set  sound=bad.wav
5.7519 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7520 	EXP 	Sound  started
5.7533 	EXP 	New trial (rep=0, index=1): {'receivertwo': u'chef', 'soundverb': u'moship', 'verbtwo': u'knockover', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today', 'actor': u'bandit', 'verb': u'knockover', 'receiver': u'hunter', 'soundreceiver': u'doakla', 'correct': 2, 'soundactor': u'barsu', 'actortwo': u'bandit'}
5.7854 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7854 	EXP 	Sound  started
6.3154 	EXP 	MovieStim: autoDraw = None
6.3154 	EXP 	MovieStim: autoDraw = None
6.3154 	EXP 	MovieStim: autoLog = None
6.3154 	EXP 	MovieStim: units = None
6.3154 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
6.3154 	EXP 	MovieStim: pos = None
6.3154 	EXP 	MovieStim: depth = None
6.3154 	EXP 	MovieStim: colorSpace = None
6.3154 	EXP 	MovieStim: opacity = None
6.3154 	EXP 	MovieStim: size = None
6.3154 	EXP 	MovieStim: ori = None
6.3154 	EXP 	MovieStim: autoLog = None
6.3154 	EXP 	MovieStim: units = None
