1.4160 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
2.3784 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
2.3787 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
2.4415 	EXP 	New trial (rep=0, index=0): {'receivertwo': u'hunter', 'soundverb': u'forp', 'verbtwo': u'rock', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today', 'actor': u'bandit', 'verb': u'headbutt', 'receiver': u'chef', 'soundreceiver': u'doakla', 'correct': 1, 'soundactor': u'barsu', 'actortwo': u'bandit'}
2.4735 	EXP 	TextStim: autoLog = None
2.4735 	EXP 	TextStim: units = None
2.4735 	EXP 	TextStim: useShaders = None
2.4735 	EXP 	TextStim: depth = None
2.4735 	EXP 	TextStim: ori = None
2.4735 	EXP 	TextStim: pos = None
2.4735 	EXP 	TextStim: colorSpace = None
2.4735 	EXP 	TextStim: opacity = None
2.4735 	EXP 	TextStim: contrast = None
2.4735 	EXP 	ImageStim: autoLog = None
2.4735 	EXP 	ImageStim: units = None
2.4735 	EXP 	ImageStim: useShaders = None
2.4735 	EXP 	ImageStim: size = None
2.4735 	EXP 	ImageStim: pos = None
2.4735 	EXP 	ImageStim: ori = None
2.4735 	EXP 	ImageStim: depth = None
2.4735 	EXP 	ImageStim: contrast = None
2.4735 	EXP 	ImageStim: opacity = None
2.4735 	EXP 	ImageStim: autoLog = None
2.4735 	EXP 	ImageStim: units = None
2.4735 	EXP 	ImageStim: useShaders = None
2.4735 	EXP 	ImageStim: size = None
2.4735 	EXP 	ImageStim: pos = None
2.4735 	EXP 	ImageStim: ori = None
2.4735 	EXP 	ImageStim: depth = None
2.4735 	EXP 	ImageStim: contrast = None
2.4735 	EXP 	ImageStim: opacity = None
2.4735 	EXP 	Set text text=My name is alien the alien and I will be showing you some experiments today
2.4735 	EXP 	TextStim: autoDraw = None
2.4735 	EXP 	ImageStim: autoDraw = None
3.4055 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4055 	EXP 	Sound  started
3.9244 	EXP 	TextStim: autoDraw = None
3.9244 	EXP 	ImageStim: autoDraw = None
3.9244 	EXP 	MovieStim: autoLog = None
3.9244 	EXP 	MovieStim: units = None
3.9244 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
3.9244 	EXP 	MovieStim: pos = None
3.9244 	EXP 	MovieStim: depth = None
3.9244 	EXP 	MovieStim: colorSpace = None
3.9244 	EXP 	MovieStim: opacity = None
3.9244 	EXP 	MovieStim: size = None
3.9244 	EXP 	MovieStim: ori = None
3.9244 	EXP 	MovieStim: autoLog = None
3.9244 	EXP 	MovieStim: units = None
3.9244 	EXP 	Set movie movie=videos/bandit_hunter_rock.avi
3.9244 	EXP 	MovieStim: pos = None
3.9244 	EXP 	MovieStim: depth = None
3.9244 	EXP 	MovieStim: colorSpace = None
3.9244 	EXP 	MovieStim: opacity = None
3.9244 	EXP 	MovieStim: size = None
3.9244 	EXP 	MovieStim: ori = None
3.9244 	EXP 	MovieStim: autoDraw = None
3.9244 	EXP 	MovieStim: autoDraw = None
3.9247 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9247 	EXP 	Sound  started
3.9410 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9410 	EXP 	Sound  started
3.9575 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9576 	EXP 	Sound  started
3.9743 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9743 	EXP 	Sound  started
3.9916 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9916 	EXP 	Sound  started
4.0085 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0085 	EXP 	Sound  started
4.0254 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0254 	EXP 	Sound  started
4.0419 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0420 	EXP 	Sound  started
4.0580 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0581 	EXP 	Sound  started
4.0744 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0744 	EXP 	Sound  started
4.0896 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0896 	EXP 	Sound  started
4.1063 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1063 	EXP 	Sound  started
