2.2259 	EXP 	Imported test.csv as conditions, 3 conditions, 3 params
2.2262 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
2.2607 	EXP 	New trial (rep=0, index=0): {'verb': u'headbutt', 'actor': u'bandit', 'reciever': u'chef'}
2.3182 	EXP 	ImageStim: autoLog = None
2.3182 	EXP 	ImageStim: units = None
2.3182 	EXP 	ImageStim: useShaders = None
2.3182 	EXP 	ImageStim: size = None
2.3182 	EXP 	ImageStim: pos = None
2.3182 	EXP 	ImageStim: ori = None
2.3182 	EXP 	ImageStim: depth = None
2.3182 	EXP 	ImageStim: contrast = None
2.3182 	EXP 	ImageStim: opacity = None
2.3182 	EXP 	MovieStim: autoLog = None
2.3182 	EXP 	MovieStim: units = None
2.3182 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
2.3182 	EXP 	MovieStim: pos = None
2.3182 	EXP 	MovieStim: depth = None
2.3182 	EXP 	MovieStim: colorSpace = None
2.3182 	EXP 	MovieStim: opacity = None
2.3182 	EXP 	MovieStim: size = None
2.3182 	EXP 	MovieStim: ori = None
2.3182 	EXP 	MovieStim: autoLog = None
2.3182 	EXP 	MovieStim: units = None
2.3182 	EXP 	Set movie_2 movie=videos/bandit_chef_headbutt.avi
2.3182 	EXP 	MovieStim: pos = None
2.3182 	EXP 	MovieStim: depth = None
2.3182 	EXP 	MovieStim: colorSpace = None
2.3182 	EXP 	MovieStim: opacity = None
2.3182 	EXP 	MovieStim: size = None
2.3182 	EXP 	MovieStim: ori = None
2.3182 	EXP 	MovieStim: autoDraw = None
2.3182 	EXP 	MovieStim: autoDraw = None
7.3031 	EXP 	Set movie finished
7.3031 	EXP 	Set movie_2 finished
7.3040 	EXP 	New trial (rep=0, index=1): {'verb': u'knockover', 'actor': u'bandit', 'reciever': u'hunter'}
7.3477 	EXP 	MovieStim: autoDraw = None
7.3477 	EXP 	MovieStim: autoDraw = None
7.3477 	EXP 	MovieStim: autoLog = None
7.3477 	EXP 	MovieStim: units = None
7.3477 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
7.3477 	EXP 	MovieStim: pos = None
7.3477 	EXP 	MovieStim: depth = None
7.3477 	EXP 	MovieStim: colorSpace = None
7.3477 	EXP 	MovieStim: opacity = None
7.3477 	EXP 	MovieStim: size = None
7.3477 	EXP 	MovieStim: ori = None
7.3477 	EXP 	MovieStim: autoLog = None
7.3477 	EXP 	MovieStim: units = None
7.3477 	EXP 	Set movie_2 movie=videos/bandit_hunter_knockover.avi
7.3477 	EXP 	MovieStim: pos = None
7.3477 	EXP 	MovieStim: depth = None
7.3477 	EXP 	MovieStim: colorSpace = None
7.3477 	EXP 	MovieStim: opacity = None
7.3477 	EXP 	MovieStim: size = None
7.3477 	EXP 	MovieStim: ori = None
7.3477 	EXP 	MovieStim: autoDraw = None
7.3477 	EXP 	MovieStim: autoDraw = None
12.1292 	DATA 	Mouse: Left button down, pos=(1002,692)
12.1293 	DATA 	Mouse: Left button up, pos=(1002,692)
12.3308 	EXP 	Set movie finished
12.3308 	EXP 	Set movie_2 finished
12.3313 	EXP 	New trial (rep=0, index=2): {'verb': u'rock', 'actor': u'bandit', 'reciever': u'ref'}
12.3620 	EXP 	MovieStim: autoDraw = None
12.3620 	EXP 	MovieStim: autoDraw = None
12.3620 	EXP 	MovieStim: autoLog = None
