2.1802 	EXP 	Imported test.csv as conditions, 3 conditions, 3 params
2.1805 	EXP 	Created sequence: sequential, trialTypes=3, nReps=5, seed=None
2.2064 	EXP 	New trial (rep=0, index=0): {'verb': u'headbutt', 'actor': u'bandit', 'reciever': u'chef'}
2.2501 	EXP 	MovieStim: autoLog = None
2.2501 	EXP 	MovieStim: units = None
2.2501 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
2.2501 	EXP 	MovieStim: pos = None
2.2501 	EXP 	MovieStim: depth = None
2.2501 	EXP 	MovieStim: colorSpace = None
2.2501 	EXP 	MovieStim: opacity = None
2.2501 	EXP 	MovieStim: size = None
2.2501 	EXP 	MovieStim: ori = None
2.2501 	EXP 	MovieStim: autoLog = None
2.2501 	EXP 	MovieStim: units = None
2.2501 	EXP 	Set movie_2 movie=videos/bandit_chef_headbutt.avi
2.2501 	EXP 	MovieStim: pos = None
2.2501 	EXP 	MovieStim: depth = None
2.2501 	EXP 	MovieStim: colorSpace = None
2.2501 	EXP 	MovieStim: opacity = None
2.2501 	EXP 	MovieStim: size = None
2.2501 	EXP 	MovieStim: ori = None
2.2501 	EXP 	MovieStim: autoDraw = None
2.2501 	EXP 	MovieStim: autoDraw = None
7.2434 	EXP 	Set movie finished
7.2434 	EXP 	Set movie_2 finished
7.2442 	EXP 	New trial (rep=0, index=1): {'verb': u'knockover', 'actor': u'bandit', 'reciever': u'hunter'}
7.2804 	EXP 	MovieStim: autoDraw = None
7.2804 	EXP 	MovieStim: autoDraw = None
7.2804 	EXP 	MovieStim: autoLog = None
7.2804 	EXP 	MovieStim: units = None
7.2804 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
7.2804 	EXP 	MovieStim: pos = None
7.2804 	EXP 	MovieStim: depth = None
7.2804 	EXP 	MovieStim: colorSpace = None
7.2804 	EXP 	MovieStim: opacity = None
7.2804 	EXP 	MovieStim: size = None
7.2804 	EXP 	MovieStim: ori = None
7.2804 	EXP 	MovieStim: autoLog = None
7.2804 	EXP 	MovieStim: units = None
7.2804 	EXP 	Set movie_2 movie=videos/bandit_hunter_knockover.avi
7.2804 	EXP 	MovieStim: pos = None
7.2804 	EXP 	MovieStim: depth = None
7.2804 	EXP 	MovieStim: colorSpace = None
7.2804 	EXP 	MovieStim: opacity = None
7.2804 	EXP 	MovieStim: size = None
7.2804 	EXP 	MovieStim: ori = None
7.2804 	EXP 	MovieStim: autoDraw = None
7.2804 	EXP 	MovieStim: autoDraw = None
12.2704 	EXP 	Set movie finished
12.2704 	EXP 	Set movie_2 finished
12.2710 	EXP 	New trial (rep=0, index=2): {'verb': u'rock', 'actor': u'bandit', 'reciever': u'ref'}
12.3003 	EXP 	MovieStim: autoDraw = None
12.3003 	EXP 	MovieStim: autoDraw = None
12.3003 	EXP 	MovieStim: autoLog = None
12.3003 	EXP 	MovieStim: units = None
12.3003 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
12.3003 	EXP 	MovieStim: pos = None
12.3003 	EXP 	MovieStim: depth = None
12.3003 	EXP 	MovieStim: colorSpace = None
12.3003 	EXP 	MovieStim: opacity = None
12.3003 	EXP 	MovieStim: size = None
12.3003 	EXP 	MovieStim: ori = None
12.3003 	EXP 	MovieStim: autoLog = None
12.3003 	EXP 	MovieStim: units = None
12.3003 	EXP 	Set movie_2 movie=videos/bandit_ref_rock.avi
12.3003 	EXP 	MovieStim: pos = None
12.3003 	EXP 	MovieStim: depth = None
12.3003 	EXP 	MovieStim: colorSpace = None
12.3003 	EXP 	MovieStim: opacity = None
12.3003 	EXP 	MovieStim: size = None
12.3003 	EXP 	MovieStim: ori = None
12.3003 	EXP 	MovieStim: autoDraw = None
12.3003 	EXP 	MovieStim: autoDraw = None
17.0953 	DATA 	Keypress: escape
