3.2096 	EXP 	Imported images.csv as conditions, 5 conditions, 9 params
3.2099 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
3.2713 	EXP 	New trial (rep=0, index=0): {'soundverb': u'forp', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'verb': u'On', 'names': u'mountie', 'soundreceiver': u'doakla', 'type': u'image', 'soundactor': u'barsu'}
3.2910 	EXP 	TextStim: autoLog = None
3.2910 	EXP 	TextStim: units = None
3.2910 	EXP 	TextStim: useShaders = None
3.2910 	EXP 	TextStim: depth = None
3.2910 	EXP 	TextStim: ori = None
3.2910 	EXP 	TextStim: pos = None
3.2910 	EXP 	TextStim: colorSpace = None
3.2910 	EXP 	TextStim: opacity = None
3.2910 	EXP 	TextStim: contrast = None
3.2910 	EXP 	ImageStim: autoLog = None
3.2910 	EXP 	ImageStim: units = None
3.2910 	EXP 	ImageStim: useShaders = None
3.2910 	EXP 	ImageStim: size = None
3.2910 	EXP 	ImageStim: pos = None
3.2910 	EXP 	ImageStim: ori = None
3.2910 	EXP 	ImageStim: depth = None
3.2910 	EXP 	ImageStim: contrast = None
3.2910 	EXP 	ImageStim: opacity = None
3.2910 	EXP 	ImageStim: autoLog = None
3.2910 	EXP 	ImageStim: units = None
3.2910 	EXP 	ImageStim: useShaders = None
3.2910 	EXP 	ImageStim: size = None
3.2910 	EXP 	ImageStim: pos = None
3.2910 	EXP 	ImageStim: ori = None
3.2910 	EXP 	ImageStim: depth = None
3.2910 	EXP 	ImageStim: contrast = None
3.2910 	EXP 	ImageStim: opacity = None
3.2910 	EXP 	Set text text=Hello this is trial two
3.2910 	EXP 	TextStim: autoDraw = None
3.2910 	EXP 	ImageStim: autoDraw = None
3.9079 	DATA 	Mouse: Left button down, pos=(187,367)
3.9219 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9219 	EXP 	Sound  started
3.9408 	EXP 	TextStim: autoDraw = None
3.9408 	EXP 	ImageStim: autoDraw = None
3.9408 	EXP 	Set image_2 image=images/mountieOnRedStool.png
3.9408 	EXP 	ImageStim: autoDraw = None
4.0420 	DATA 	Mouse: Left button up, pos=(187,367)
4.3918 	DATA 	Mouse: Left button down, pos=(187,366)
4.3927 	EXP 	New trial (rep=0, index=1): {'soundverb': u'moship', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'verb': u'With', 'names': u'hunter', 'soundreceiver': u'doakla', 'type': u'image', 'soundactor': u'barsu'}
4.4025 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
4.4025 	EXP 	Sound  started
4.4080 	EXP 	ImageStim: autoDraw = None
4.4080 	EXP 	Set image_2 image=images/hunterWithRedStool.png
4.4080 	EXP 	ImageStim: autoDraw = None
4.5250 	DATA 	Mouse: Left button up, pos=(187,366)
4.7259 	DATA 	Mouse: Left button down, pos=(187,366)
4.7266 	EXP 	New trial (rep=0, index=2): {'soundverb': u'doakla', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'verb': u'On', 'names': u'hunter', 'soundreceiver': u'barsu', 'type': u'image', 'soundactor': u'kyse'}
4.7363 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
4.7363 	EXP 	Sound  started
4.7420 	EXP 	ImageStim: autoDraw = None
4.7420 	EXP 	Set image_2 image=images/hunterOnRedStool.png
4.7420 	EXP 	ImageStim: autoDraw = None
4.8588 	DATA 	Mouse: Left button up, pos=(187,366)
5.0258 	DATA 	Mouse: Left button down, pos=(187,366)
