2.6911 	EXP 	Imported test.csv as conditions, 3 conditions, 3 params
2.6914 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
2.7180 	EXP 	New trial (rep=0, index=0): {'verb': u'headbutt', 'actor': u'bandit', 'reciever': u'chef'}
3.2544 	EXP 	ImageStim: autoLog = None
3.2544 	EXP 	ImageStim: units = None
3.2544 	EXP 	ImageStim: useShaders = None
3.2544 	EXP 	ImageStim: size = None
3.2544 	EXP 	ImageStim: pos = None
3.2544 	EXP 	ImageStim: ori = None
3.2544 	EXP 	ImageStim: depth = None
3.2544 	EXP 	ImageStim: contrast = None
3.2544 	EXP 	ImageStim: opacity = None
3.2544 	EXP 	MovieStim: autoLog = None
3.2544 	EXP 	MovieStim: units = None
3.2544 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
3.2544 	EXP 	MovieStim: pos = None
3.2544 	EXP 	MovieStim: depth = None
3.2544 	EXP 	MovieStim: colorSpace = None
3.2544 	EXP 	MovieStim: opacity = None
3.2544 	EXP 	MovieStim: size = None
3.2544 	EXP 	MovieStim: ori = None
3.2544 	EXP 	MovieStim: autoLog = None
3.2544 	EXP 	MovieStim: units = None
3.2544 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
3.2544 	EXP 	MovieStim: pos = None
3.2544 	EXP 	MovieStim: depth = None
3.2544 	EXP 	MovieStim: colorSpace = None
3.2544 	EXP 	MovieStim: opacity = None
3.2544 	EXP 	MovieStim: size = None
3.2544 	EXP 	MovieStim: ori = None
3.2544 	EXP 	MovieStim: autoDraw = None
3.2544 	EXP 	MovieStim: autoDraw = None
4.7359 	EXP 	MovieStim: autoDraw = None
4.7359 	EXP 	Set movie finished
6.8523 	DATA 	Mouse: Left button down, pos=(968,942)
6.8535 	EXP 	New trial (rep=0, index=1): {'verb': u'knockover', 'actor': u'bandit', 'reciever': u'hunter'}
7.1905 	DATA 	Mouse: Left button up, pos=(970,940)
7.3751 	EXP 	MovieStim: autoDraw = None
7.3751 	EXP 	MovieStim: autoDraw = None
7.3751 	EXP 	MovieStim: autoLog = None
7.3751 	EXP 	MovieStim: units = None
7.3751 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
7.3751 	EXP 	MovieStim: pos = None
7.3751 	EXP 	MovieStim: depth = None
7.3751 	EXP 	MovieStim: colorSpace = None
7.3751 	EXP 	MovieStim: opacity = None
7.3751 	EXP 	MovieStim: size = None
7.3751 	EXP 	MovieStim: ori = None
7.3751 	EXP 	MovieStim: autoLog = None
7.3751 	EXP 	MovieStim: units = None
7.3751 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
7.3751 	EXP 	MovieStim: pos = None
7.3751 	EXP 	MovieStim: depth = None
7.3751 	EXP 	MovieStim: colorSpace = None
7.3751 	EXP 	MovieStim: opacity = None
7.3751 	EXP 	MovieStim: size = None
7.3751 	EXP 	MovieStim: ori = None
7.3751 	EXP 	MovieStim: autoDraw = None
7.3751 	EXP 	MovieStim: autoDraw = None
8.8852 	EXP 	MovieStim: autoDraw = None
10.4522 	DATA 	Mouse: Left button down, pos=(1666,859)
10.4531 	EXP 	New trial (rep=0, index=2): {'verb': u'rock', 'actor': u'bandit', 'reciever': u'ref'}
10.8189 	DATA 	Mouse: Left button up, pos=(1666,858)
10.9760 	EXP 	MovieStim: autoDraw = None
10.9760 	EXP 	MovieStim: autoDraw = None
10.9760 	EXP 	MovieStim: autoLog = None
10.9760 	EXP 	MovieStim: units = None
