2.1737 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
3.1235 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
3.1238 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
3.1852 	EXP 	New trial (rep=0, index=0): {'receivertwo': u'hunter', 'soundverb': u'forp', 'verbtwo': u'rock', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'headbutt', 'receiver': u'chef', 'soundreceiver': u'doakla', 'correct': 1, 'soundactor': u'barsu', 'actortwo': u'bandit'}
3.2019 	EXP 	TextStim: autoLog = None
3.2019 	EXP 	TextStim: units = None
3.2019 	EXP 	TextStim: useShaders = None
3.2019 	EXP 	TextStim: depth = None
3.2019 	EXP 	TextStim: ori = None
3.2019 	EXP 	TextStim: pos = None
3.2019 	EXP 	TextStim: colorSpace = None
3.2019 	EXP 	TextStim: opacity = None
3.2019 	EXP 	TextStim: contrast = None
3.2019 	EXP 	ImageStim: autoLog = None
3.2019 	EXP 	ImageStim: units = None
3.2019 	EXP 	ImageStim: useShaders = None
3.2019 	EXP 	ImageStim: size = None
3.2019 	EXP 	ImageStim: pos = None
3.2019 	EXP 	ImageStim: ori = None
3.2019 	EXP 	ImageStim: depth = None
3.2019 	EXP 	ImageStim: contrast = None
3.2019 	EXP 	ImageStim: opacity = None
3.2019 	EXP 	ImageStim: autoLog = None
3.2019 	EXP 	ImageStim: units = None
3.2019 	EXP 	ImageStim: useShaders = None
3.2019 	EXP 	ImageStim: size = None
3.2019 	EXP 	ImageStim: pos = None
3.2019 	EXP 	ImageStim: ori = None
3.2019 	EXP 	ImageStim: depth = None
3.2019 	EXP 	ImageStim: contrast = None
3.2019 	EXP 	ImageStim: opacity = None
3.2019 	EXP 	TextStim: autoDraw = None
3.2019 	EXP 	ImageStim: autoDraw = None
4.2865 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2865 	EXP 	Sound  started
4.8198 	EXP 	TextStim: autoDraw = None
4.8198 	EXP 	ImageStim: autoDraw = None
4.8198 	EXP 	MovieStim: autoLog = None
4.8198 	EXP 	MovieStim: units = None
4.8198 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
4.8198 	EXP 	MovieStim: pos = None
4.8198 	EXP 	MovieStim: depth = None
4.8198 	EXP 	MovieStim: colorSpace = None
4.8198 	EXP 	MovieStim: opacity = None
4.8198 	EXP 	MovieStim: size = None
4.8198 	EXP 	MovieStim: ori = None
4.8198 	EXP 	MovieStim: autoLog = None
4.8198 	EXP 	MovieStim: units = None
4.8198 	EXP 	Set movie movie=videos/bandit_hunter_rock.avi
4.8198 	EXP 	MovieStim: pos = None
4.8198 	EXP 	MovieStim: depth = None
4.8198 	EXP 	MovieStim: colorSpace = None
4.8198 	EXP 	MovieStim: opacity = None
4.8198 	EXP 	MovieStim: size = None
4.8198 	EXP 	MovieStim: ori = None
4.8198 	EXP 	MovieStim: autoDraw = None
4.8198 	EXP 	MovieStim: autoDraw = None
4.8201 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8201 	EXP 	Sound  started
4.8363 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8364 	EXP 	Sound  started
4.8533 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8533 	EXP 	Sound  started
4.8696 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8696 	EXP 	Sound  started
4.8869 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8869 	EXP 	Sound  started
4.9028 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9028 	EXP 	Sound  started
4.9199 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9200 	EXP 	Sound  started
4.9371 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9371 	EXP 	Sound  started
4.9533 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9534 	EXP 	Sound  started
4.9695 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9695 	EXP 	Sound  started
4.9853 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9853 	EXP 	Sound  started
5.0023 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0023 	EXP 	Sound  started
5.0182 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0182 	EXP 	Sound  started
5.0349 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0349 	EXP 	Sound  started
5.0519 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0519 	EXP 	Sound  started
5.0687 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0687 	EXP 	Sound  started
5.0846 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0846 	EXP 	Sound  started
5.1012 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1012 	EXP 	Sound  started
5.1181 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1181 	EXP 	Sound  started
5.1347 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1347 	EXP 	Sound  started
5.1515 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1515 	EXP 	Sound  started
5.1680 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1680 	EXP 	Sound  started
5.1851 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1851 	EXP 	Sound  started
5.2011 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2012 	EXP 	Sound  started
5.2184 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2184 	EXP 	Sound  started
5.2348 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2348 	EXP 	Sound  started
5.2512 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2512 	EXP 	Sound  started
5.2687 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2687 	EXP 	Sound  started
5.2854 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2854 	EXP 	Sound  started
5.3019 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3019 	EXP 	Sound  started
5.3186 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3186 	EXP 	Sound  started
5.3352 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3352 	EXP 	Sound  started
5.3521 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3521 	EXP 	Sound  started
5.3686 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3687 	EXP 	Sound  started
5.3855 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3855 	EXP 	Sound  started
5.4020 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4020 	EXP 	Sound  started
5.4186 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4186 	EXP 	Sound  started
5.4351 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4351 	EXP 	Sound  started
